GATE_UW_SS: -40.04935,-1991.883,-108.0812,-1559.42,1,0
Connection: SS_D04,SS_A15,88,9,36,32,3,1
Connection: SS_C03,SS_A17,40,10,2,18,0,2
Connection: SS_A17,SS_A15,45,31,24,3,0,3
Connection: SS_A15,SS_S05,44,18,16,27,0,2
Connection: SS_C08,SS_LAB13,148,31,9,31,0,2
Connection: SS_LAB13,SS_LAB7,43,31,9,31,0,2
Connection: SS_LAB7,SS_LAB1,29,31,26,2,1,3
Connection: SS_LAB7,SS_LAB2,43,3,26,2,0,3
Connection: SS_LAB7,SS_E03,24,2,44,184,3,1
Connection: SS_LAB2,SS_LAB8,43,31,25,2,0,3
Connection: SS_LAB8,SS_A01,45,31,25,2,0,3
Connection: SS_A01,SS_A14,2,31,43,31,2,0
Connection: SS_A14,SS_LAB1,26,2,27,31,3,1
Connection: SS_LAB1,SS_D02,9,31,101,46,2,0
Connection: SS_D02,SS_C04,3,74,140,31,2,1
Connection: SS_C04,SS_A09,2,29,43,19,2,0
Connection: SS_A09,SS_E07,18,31,20,8,1,3
Connection: SS_E07,SS_L01,22,187,76,10,1,3
Connection: SS_L01,SS_AI,88,127,20,33,3,1
Connection: SS_AI,SS_D07,28,33,188,5,1,3
Connection: SS_D07,SS_E08,13,32,11,9,1,3
Connection: SS_E08,SS_D08,12,185,80,43,1,3
Connection: SS_D08,SS_S04,38,8,35,25,3,1
