GATE_SB_SL: 246.5244,-496.9905,311.2836,-354.5861,2,0
SL_A06: -135.9296,-273.2394,-49.11067,-172.4882,1,1
SL_D03: 116.069,-337.2394,81.88789,-258.4885,1,1
SL_A08: 360.0681,-243.2394,328.8886,-161.4881,1,0
SL_Q04: 341.5321,74.11918,319.7648,-34.09277,1,1
SL_Q06: 306.277,404.0462,454.5846,229.3846,1,1
SL_Q05: 126.1519,162.4526,194.2408,116.4627,1,1
SL_F01: 759.0692,-304.2394,470.8884,-264.4883,1,1
SL_D02: 1021.069,-654.2395,795.8885,-640.489,2,1
SL_C05: 617.0689,-837.2397,441.8891,-633.4883,2,1
SL_C10: 275.0703,-735.2395,311.8891,-660.4879,2,1
SL_S05: 926.1441,-767.5921,669.5081,-509.0742,2,0
SL_E02: 1501.067,-701.2397,931.8885,-525.4883,2,1
SL_S03: 1840.145,-593.5921,1355.508,-401.0742,2,0
SL_C07: 1981.07,-603.2397,1473.888,-541.4883,2,1
SL_D04: 1317.069,-304.2394,943.8885,-283.4882,1,1
SL_C12: 2019.519,450.2317,1450.92,331.3377,1,0
SL_S07: 2215.027,380.7599,1681.13,232.8145,1,0
SL_H01: 1381.133,418.3094,929.1512,333.3044,0,1
SL_F02: 745.0683,354.7604,570.8892,245.5116,0,1
SL_S09: 737.2442,355.777,611.7328,101.8378,1,0
SL_H02: 163.0688,354.7606,14.88867,246.5117,0,1
SL_H03: 2208.07,-244.2394,1195.888,-189.4884,1,1
SL_C09: 3088.069,-234.2394,2131.884,-194.4884,0,2
SL_A16: 3250.83,-113.1111,2342.251,-67.42072,0,2
SL_S10: 3094.566,-112.6299,2224.533,-70.64143,0,0
SL_I01: 3562.069,-136.2394,2482.887,-255.4882,0,2
SL_A15: 3868.459,-122.5501,2813.023,-157.6994,0,0
SL_S06: 3844.519,-28.76796,2809.916,-31.66247,0,0
SL_AI: 4096.592,-211.1724,2930.867,-215.6772,0,2
OffScreenDen_SL: -556.9303,-469.2394,-996.1122,560.5118,1,1
Connection: GATE_SB_SL,SL_C10,36,5,30,112,3,1
Connection: GATE_DS_SL,SL_D05,45,9,5,31,0,2
Connection: GATE_DS_SL,SL_S02,36,5,17,17,3,2
Connection: GATE_GW_SL,SL_C12,2,9,143,17,2,0
Connection: GATE_GW_SL,SL_S07,11,5,29,18,3,0
Connection: SL_D05,SL_A11,166,30,4,5,1,3
Connection: SL_D05,SL_A10,201,16,3,18,0,2
Connection: SL_A11,SL_C01,31,32,24,21,1,3
Connection: SL_C01,SL_B02,40,76,12,30,0,3
Connection: SL_C01,SL_D06,9,53,194,14,3,3
Connection: SL_D06,SL_A17,24,22,8,27,3,1
Connection: SL_D06,SL_S11,113,31,22,17,3,1
Connection: SL_A17,SL_A03,44,4,3,30,0,2
Connection: SL_A03,SL_A14,44,27,2,4,0,2
Connection: SL_B02,SL_A02,104,32,10,28,3,3
Connection: SL_B02,SL_A14,31,13,23,33,3,1
Connection: SL_A14,SL_E03,40,4,5,4,0,2
Connection: SL_A02,SL_C02,7,10,14,9,3,3
Connection: SL_C02,SL_E03,102,15,230,30,3,1
Connection: SL_C02,SL_A12,164,7,10,31,3,1
Connection: SL_A10,SL_C06,44,18,2,15,0,2
Connection: SL_C06,SL_S08,92,30,35,10,0,3
Connection: SL_C06,SL_A07,141,27,11,18,0,2
Connection: SL_A07,SL_A04,39,23,4,29,0,2
Connection: SL_A04,SL_A12,21,31,27,3,1,3
Connection: SL_A04,SL_S04,28,31,24,13,1,3
Connection: SL_A04,SL_A13,35,31,16,2,1,3
Connection: SL_A04,SL_A05,9,10,4,30,0,2
Connection: SL_A13,SL_B01,16,33,3,29,1,3
Connection: SL_A05,SL_C04,42,29,4,28,0,2
Connection: SL_C04,SL_D01,26,112,12,58,1,3
Connection: SL_B01,SL_Q01,42,16,7,31,3,1
Connection: SL_D01,SL_C08,82,63,27,112,3,1
Connection: SL_D01,SL_Q03,32,23,9,30,3,1
Connection: SL_Q01,SL_Q03,41,9,3,10,0,2
Connection: SL_Q03,SL_C03,95,18,16,23,1,3
Connection: SL_Q03,SL_Q02,94,3,3,12,0,2
Connection: SL_Q02,SL_H02,83,29,31,66,1,3
Connection: SL_C08,SL_E01,42,42,4,86,0,2
Connection: SL_E01,SL_B04,21,204,23,98,1,3
Connection: SL_E01,SL_C03,11,165,23,100,2,3
Connection: SL_E01,SL_A06,45,66,2,17,0,2
Connection: SL_B04,SL_C03,33,62,42,114,3,3
Connection: SL_A06,SL_D03,45,17,2,60,0,2
Connection: SL_D03,SL_A08,92,70,4,18,0,2
Connection: SL_A08,SL_Q04,9,32,12,1,1,3
Connection: SL_A08,SL_F01,47,15,6,58,0,2
Connection: SL_Q04,SL_Q06,22,110,33,38,1,3
Connection: SL_Q04,SL_Q05,12,87,36,13,3,0
Connection: SL_Q05,SL_H02,9,28,78,11,1,3
Connection: SL_F01,SL_D02,189,62,23,145,3,1
Connection: SL_F01,SL_D04,171,22,24,62,3,3
Connection: SL_D02,SL_E02,49,63,7,30,0,2
Connection: SL_D02,SL_C05,4,18,159,20,2,0
Connection: SL_C05,SL_C10,6,31,49,30,2,0
Connection: SL_C05,SL_S05,155,31,9,19,0,2
Connection: SL_E02,SL_S03,240,32,23,12,1,3
Connection: SL_E02,SL_C07,248,18,1,28,0,2
Connection: SL_C07,SL_H03,20,112,143,31,1,3
Connection: SL_D04,SL_H03,70,61,38,11,3,3
Connection: SL_C12,SL_H01,2,17,247,20,2,0
Connection: SL_H01,SL_F02,21,7,127,49,3,3
Connection: SL_F02,SL_S09,62,64,13,31,3,2
Connection: SL_F02,SL_H02,3,57,180,51,3,3
Connection: SL_H03,SL_C09,425,23,4,17,0,2
Connection: SL_C09,SL_A16,151,32,43,3,1,3
Connection: SL_A16,SL_S10,4,26,30,26,2,0
Connection: SL_A16,SL_I01,43,13,4,62,0,2
Connection: SL_I01,SL_A15,144,66,3,21,0,2
Connection: SL_A15,SL_S06,43,32,31,20,1,0
Connection: SL_A15,SL_AI,44,3,2,30,0,1
